CaseMonth,OnStreet,Serious_and_Fatal_Injuries
12,LAPHAM PARK,0
12,LAPHAM STREET,0
12,LARCH STREET,0
12,LARCHWOOD DRIVE,0
12,LAREDO DRIVE,0
12,LARK STREET,1
12,LARKINS CROSSING,0
12,LARKSPUR LANE,0
12,LARKSTON DRIVE,0
12,LARKWOOD DRIVE,0
12,LARRIGAN CROSSING,0
12,LARWOOD DRIVE,0
12,LASALLE PARKWAY,0
12,LASALLE STREET,0
12,LASER STREET,0
12,LATCHMERE COURT,0
12,LATIMORE PLACE,0
12,LATONA ROAD,2
12,LATTA RAOD TO STATE ROUTE 390,0
12,LATTA ROAD,3
12,LATTA ROAD TO STATE ROUTE 390,0
12,LATTIMORE ROAD,0
12,LAURA DRIVE,0
12,LAURA LANE,0
12,LAURA STREET,0
12,LAUREL STREET,0
12,LAURELHURST ROAD,0
12,LAURELTON ROAD,0
12,LAURELWOOD DRIVE,0
12,LAUREN COURT,0
12,LAURIE CRESCENT,0
12,LAVERNE DRIVE,0
12,LAVINGTON DRIVE,0
12,LAWENDRA STREET,0
12,LAWN STREET,0
12,LAWNDALE TERRACE,0
12,LAWNSBURY DRIVE,0
12,LAWRENCE ROAD,0
12,LAWRENCE STREET,0
12,LAWSON ROAD,0
12,LAWTON ROAD,0
12,LAYS ALLEY,0
12,LAZAR DRIVE,0
12,LAZY CREEK CIRCLE,0
12,LAZY TRAIL,0
12,LE MANZ DRIVE,0
12,LE MARC COURT,0
12,LE PERE DRIVE,0
12,LEAH LANE,0
12,LEAHMAN DRIVE,0
12,LEAMINGTON CIRCLE,0
12,LEANDER ROAD,0
12,LEANNA CIRCLE,0
12,LEANNA CRESCENT,0
12,LEAVENWORTH STREET,0
12,LECHASE DRIVE,0
12,LEDBURY DRIVE,0
12,LEDGEMONT DRIVE,0
12,LEDGEWOOD CIRCLE,0
12,LEDGEWOOD DRIVE,0
12,LEE CIRCLE DRIVE,0
12,LEE PLACE,0
12,LEE ROAD,0
12,LEE ROAD EXTENSION,0
12,LEERIE DRIVE,0
12,LEFROIS STREET,0
12,LEGENDS WAY,0
12,LEGION CIRCLE,0
12,LEGRAN ROAD,0
12,LEHIGH AVENUE,0
12,LEHIGH STREET,0
12,LEHIGH STATION ROAD,1
12,LEIBECK ROAD,0
12,LEICESTERSHIRE ROAD,0
12,LEIGHTON AVENUE,0
12,LEITH LANE,0
12,LELA STREET,0
12,LELAND ROAD,0
12,LEMOYN AVENUE,0
12,LENOX STREET,0
12,LENRIET STREET,0
12,LENTINE DRIVE,0
12,LEO STREET,0
12,LEONARD ROAD,0
12,LEONARD STREET,0
12,LEOPARD STREET,0
12,LEROY STREET,0
12,LES HARRISON DRIVE WEST,0
12,LES HARRISON DRIVE,0
12,LESTER STREET,0
12,LETCHWORTH AVENUE,0
12,LETTINGTON AVENUE,0
12,LEWIS STREET,0
12,LEWIS WOLF BOULEVARD,0
12,LEXINGTON AVENUE,2
12,LEXINGTON COURT,0
12,LEXINGTON PARKWAY,0
12,LEXINGTON ROAD,0
12,LIANNE DRIVE,0
12,LIBERTY AVENUE,0
12,LIBERTY POLE WAY,0
12,LIBERTY STREET,0
12,LIBRARY ROAD,0
12,LIDA LANE,0
12,LIEGHTON AVENUE,0
12,LIFETIME WAY,0
12,LIFT BRIDGE LANE EAST,0
12,LIFTBRIDGE LANE,0
12,LIFTBRIDGE LANE EAST,0
12,LIFTBRIDGE LANE WEST,0
12,LIGHT INDUSTRIAL ROAD,0
12,LIGHTFOOT STREET,0
12,LIGHTHOUSE ROAD,0
12,LIGHTWOOD LANE,0
12,LIKLY ALLEY,0
12,LILAC DRIVE,0
12,LILL STREET,0
12,LILLIAN LANE,0
12,LILY STREET,0
12,LIME ROCK ROAD,0
12,LIME STREET,0
12,LIMERICK LANE,0
12,LIMPET DRIVE,0
12,LINAS WAY,0
12,LINCLON STREET,0
12,LINCOLN AVENUE,0
12,LINCOLN MILLS ROAD,0
12,LINCOLN PARKWAY,0
12,LINCOLN STREET,0
12,LINCOLNSHIRE ROAD,0
12,LINDA DRIVE,0
12,LINDA LANE,0
12,LINDEN AVENUE,1
12,LINDEN OAKS,0
12,LINDEN PARK,0
12,LINDEN STREET,0
12,LINDEN TREE LANE,1
12,LINDSEY CIRCLE,0
12,LINDSEY LANE,0
12,LINE STREET,0
12,LINEAR PARK,0
12,LINEAR PARK DRIVE,0
12,LING ROAD,0
12,LINHOME DRIVE,0
12,LINNEA LANE,0
12,LINNET STREET,0
12,LINWOOD PLACE,0
12,LISA ANN DRIVE,0
12,LISA LANE,0
12,LISAND DRIVE,0
12,LISBON STREET,0
12,LIST AVENUE,0
12,LITCHFIELD STREET,0
12,LITTLE ACORN CIRCLE,0
12,LITTLE BARDFIELD ROAD,0
12,LITTLE BRIGGINS CIRCLE,0
12,LITTLE BROOK DRIVE,0
12,LITTLE CREEK CIRCLE,0
12,LITTLE CREEK DRIVE,0
12,LITTLE GLEN ROAD,0
12,LITTLE SPRING RUN,0
12,LITTLE TREE LANE,0
12,LIVE OAK COURT,0
12,LIVINGSTON PARK,0
12,LLAKE AVENUE,0
12,LLOYD STREET,0
12,LOCH LOYAL COURT,0
12,LOCHNAVAR PARKWAY,0
12,LOCHNER PLACE,0
12,LOCKE DRIVE,0
12,LOCKWOOD DRIVE,0
12,LOCUST DRIVE,0
12,LOCUST HILL DRIVE,0
12,LOCUST LANE,0
12,LOCUST STREET,0
12,LODEN LANE,0
12,LODERDALE ROAD,0
12,LODGE DRIVE,0
12,LODGEVIEW DRIVE,0
12,LOG CABIN ROAD,0
12,LOGANBERRY LANE,0
12,LOGANS RUN,0
12,LOIZER STREET,0
12,LOMB MEMORIAL DRIVE,0
12,LOMBARD STREET,0
12,LONE OAK AVENUE,0
12,LONE OAK CIRCLE,0
12,LONESOME ROAD,0
12,LONG ACRE ROAD,0
12,LONG MEADOW CIRCLE,0
12,LONG MEADOW DRIVE,0
12,LONG PARK DRIVE,0
12,LONG PARK LANE,0
12,LONG POND ROAD,7
12,LONGBOW CIRCLE,0
12,LONGCROFT ROAD,0
12,LONGLEAF BOULEVARD,0
12,LONGMEADOW DRIVE,0
12,LONGPOND ROAD,0
12,LONGRIDGE AVENUE,0
12,LONGSWORTH DRIVE,0
12,LONGTON PLACE,0
12,LONGVIEW DRIVE,0
12,LONGVIEW TERRACE,0
12,LOOKOUT VIEW ROAD,0
12,LOOMIS STREET,0
12,LORENZO STREET,0
12,LORETO AVENUE,0
12,LORETTA DRIVE,0
12,LORI LANE,0
12,LORIMER STREET,0
12,LORRAINE DRIVE,0
12,LORRAINE PLACE,0
12,LOST MOUNTAIN TRAIL,0
12,LOTHARIO CIRCLE,0
12,LOUD ROAD,0
12,LOUGHREA TERRACE,0
12,LOUISE STREET,0
12,LOVE STREET,0
12,LOWDEN POINT ROAD,0
12,LOWELL STREET,0
12,LOWENTHAL ROAD,0
12,LOWER HILL LANE,0
12,LOYALIST AVENUE,0
12,LOZIER STREET,0
12,LUCENA DRIVE,0
12,LUCINDA LANE,0
12,LUCIUS GORDON DRIVE,0
12,LUCKEY STREET,0
12,LUCREST DRIVE,0
12,LUDDINGTON LANE,0
12,LUDWIG PARK,0
12,LUDWIG PIKE,0
12,LUELLA STREET,0
12,LUNDYS LANE,0
12,LUNSFORD LANE,0
12,LUTHER CIRCLE,0
12,LUTHER JACOBS WAY,0
12,LUX STREET,0
12,LUZERNE STREET,0
12,LYCEUM STREET,0
12,LYCOMING ROAD,0
12,LYDIA STREET,0
12,LYELL AVENUE,4
12,LYELL ROAD,3
12,LYELL STREET,0
12,LYELLWOOD PARKWAY,0
12,LYMAN STREET,0
12,LYNBROOK DRIVE,0
12,LYNCHFORD PARK A,0
12,LYNCOURT PARK,0
12,LYNCREST DRIVE,0
12,LYNDALE DRIVE,0
12,LYNDHURST STREET,0
12,LYNDON ROAD,0
12,LYNETTE DRIVE,0
12,LYNN DRIVE,0
12,LYNNWOOD DRIVE,0
12,LYNX COURT,0
12,LYON DRIVE,0
12,LYONS ROAD,0
12,LYSANDER DRIVE,0
12,LAKE ONTARIO STATE PARKWAY TO LAKE ONTARIO STATE PARKWAY WESTB,0
12,LANCASHIRE WAY,0
12,LE FROIS STREET,0
12,LOUGHTON DRIVE,0
12,MAC ARTHUR ROAD,0
12,MACARTHUR ROAD,0
12,MACBETH STREET,0
12,MACEDON CENTER ROAD,1
12,MACINTOSH DRIVE,0
12,MACON DRIVE,0
12,MADERA DRIVE,0
12,MADISON STREET,0
12,MADISON TERRACE,0
12,MAFLOWER STREET,0
12,MAGEE AVENUE,3
12,MAGEE STREET,0
12,MAGNNOLIA STREET,0
12,MAGNOILIA,0
12,MAGNOLIA AVENUE,0
12,MAGNOLIA STREET,0
12,MAHLON DRIVE,0
12,MAHOGANY RUN,0
12,MAIDEN LANE,0
12,MAIER CIRCLE,0
12,MAIN STREET,1
12,MAIN STREET EAST,1
12,MAIN STREET SOUTH,0
12,MAIN STREET WEST,0
12,MAIN STREET FISHERS,0
12,MAJESTIC WAY,0
12,MALDEN STREET,0
12,MALLARD DRIVE,0
12,MALLING DRIVE,0
12,MALLOCH ROAD,0
12,MALO COURT,0
12,MALONE STREET,0
12,MALTBY STREET,0
12,MALVERN STREET,0
12,MANATEE PARKWAY,0
12,MANCHESTER STREET,0
12,MANDALAY RIDGE,0
12,MANDARIN DRIVE,0
12,MANDY LANE,0
12,MANHATTAN SQUARE DRIVE,0
12,MANHATTAN SQUARE PARK,0
12,MANHATTAN STREET,0
12,MANHATTEN SQUARE DRIVE,0
12,MANILA STREET,0
12,MANITOU BEACH ROAD,1
12,MANITOU LANE,0
12,MANITOU ROAD,6
12,MANITOU STREET,1
12,MANN ROAD,0
12,MANOR HILL DRIVE,0
12,MANOR PARKWAY,0
12,MANORDALE LANE,0
12,MANORSHIRE DRIVE,0
12,MANSE LANE,0
12,MANSFIELD STREET,0
12,MANUFACTURERS BOULEVARD,0
12,MAPLE AVENUE,0
12,MAPLE CENTER ROAD,0
12,MAPLE DRIVE,0
12,MAPLE HILL FARM ROAD,0
12,MAPLE PARK HEIGHTS,0
12,MAPLE PARK HTS,0
12,MAPLE STREET,0
12,MAPLEDALE STREET,0
12,MAPLEHURST ROAD,0
12,MAPLETON DRIVE,0
12,MAPLEWOOD AVENUE,0
12,MAPLEWOOD DRIVE,0
12,MARBLE DRIVE,0
12,MARBLEHEAD DRIVE,0
12,MARBURGER STREET,0
12,MARC MAR TRAIL,0
12,MARCIA LANE,0
12,MARCO LANE,0
12,MAREETA ROAD,0
12,MARGARET STREET,0
12,MARGO DRIVE,0
12,MARIA STREET,0
12,MARIE ELAINA DRIVE,0
12,MARIETTA STREET,0
12,MARIGOLD STREET,0
12,MARILOU DRIVE,0
12,MARINA DRIVE,0
12,MARINA VIEW LANE,0
12,MARINER CIRCLE,0
12,MARION STREET,0
12,MARIS RUN,0
12,MARJORIE LANE,0
12,MARK STREET,0
12,MARKAY COURT,0
12,MARKET PLACE DRIVE,0
12,MARKET STREET,0
12,MARKETPLACE DRIVE,0
12,MARKIE DRIVE EAST,0
12,MARKIE DRIVE WEST,0
12,MARLANDS ROAD,0
12,MARLBOROUGH ROAD,0
12,MARLOW STREET,0
12,MARNE STREET,0
12,MARQUETTE DRIVE,0
12,MARR DRIVE,0
12,MARRON DRIVE,0
12,MARSDEN ROAD,0
12,MARSH ROAD,1
12,MARSH STREET,0
12,MARSHALL ROAD,0
12,MARSHALL STREET,0
12,MART PLACE,0
12,MARTHA STREET,0
12,MARTIN ROAD,0
12,MARTIN STREET,0
12,MARTINOT AVENUE,0
12,MARWAY CIRCLE,0
12,MARWAY DRIVE,0
12,MARWOOD ROAD,0
12,MARYKNOLL PARK,0
12,MARYLAND STREET,0
12,MARYVIEW DRIVE,0
12,MASCOT DRIVE,0
12,MASON AVENUE,0
12,MASON ROAD,0
12,MASON STREET,0
12,MASSETH STREET,0
12,MASSEY DRIVE,0
12,MASSEY STREET,0
12,MASTER STREET,0
12,MASTHEAD WAY,0
12,MATHEW LANE,0
12,MATHEWS STREET,0
12,MATILDA STREET,0
12,MATTHEW DRIVE,0
12,MATTOCK PLACE,0
12,MAXSON STREET,0
12,MAXWELL AVENUE,0
12,MAXWELL STREET,0
12,MAY STREET,0
12,MAYBERRY STREET,0
12,MAYBROOKE ROAD,0
12,MAYFAIR DRIVE,0
12,MAYFIELD STREET,0
12,MAYFLOWER DRIVE,0
12,MAYFLOWER STREET,0
12,MAYLONG DRIVE,0
12,MAYNARD STREET,0
12,MAYVILLE LANE,0
12,MAYWOOD AVENUE,0
12,MAYWOOD DRIVE,0
12,MAZDA TERRACE,0
12,MC ARDLE STREET,0
12,MC GINNIS ROAD,0
12,MC GUIRE ROAD,0
12,MC KENDREE DRIVE,0
12,MC KINLEY STREET,0
12,MC KEE ROAD,0
12,MC NAUGHTON STREET,0
12,MCARDLE STREET,0
12,MCAULEY DRIVE,0
12,MCCALL ROAD,0
12,MCCLEARY ROAD,0
12,MCEWEN ROAD,0
12,MCFARLIN STREET,0
12,MCGINNIS ROAD,0
12,MCGUIRE ROAD,0
12,MCINTOSH ROAD,0
12,MCKEE ROAD,0
12,MCKENDREE DRIVE,0
12,MCKENNA TRAIL,0
12,MCKINLEY STREET,0
12,MCKINLY STREET,0
12,MCKINSTER STREET,0
12,MCLAUGHLIN BOULEVARD,0
12,MCLEAN STREET,0
12,MCLOUGHLIN BOULEVARD,0
12,MCNAIR DRIVE,0
12,MCNAUGHTON STREET,0
12,MCNUAGHTON STREET,0
12,MCVAY STREET,0
12,MDELEY CENTRE PARKWAY,0
12,MEAD STREET,0
12,MEADOW BREEZE LANE,0
12,MEADOW CIRCLE,0
12,MEADOW COVE ROAD,0
12,MEADOW CREEK CIRCLE,0
12,MEADOW DRIVE,0
12,MEADOW FARM,0
12,MEADOW GLEN,0
12,MEADOW GREENE STREET,0
12,MEADOW LANE,0
12,MEADOW VIEW DRIVE,0
12,MEADOW WOOD CIRCLE,0
12,MEADOWBRIAR ROAD,0
12,MEADOWBROOK ROAD,0
12,MEADOWLANDS TRAIL,0
12,MEADOWLARK DRIVE,0
12,MEADOWS END,0
12,MEADOWWOOD ROAD,0
12,MEDALLION CIRCLE,0
12,MEDFIELD DRIVE,0
12,MEDIMOUNT DRIVE,0
12,MEDLEY CENTER PARKWAY,0
12,MEDLEY CENTRE PARKWAY,0
12,MEECH PARK,0
12,MEETING HOUSE DRIVE,0
12,MEIGS STREET,0
12,MELBOURNE GRN,0
12,MELISSA LANE,0
12,MELNOTTE LANE,0
12,MELROSE STREET,0
12,MELVILLE STREET,0
12,MELWOOD DRIVE,0
12,MEMORIAL DRIVE,0
12,MENARD DRIVE,0
12,MENDON CENTER ROAD,0
12,MENDON IONIA ROAD,0
12,MENDON PITTSFORD ROAD,0
12,MENDON ROAD,0
12,MENDON STREET,0
12,MENDOTA DRIVE,0
12,MENLO PLACE,0
12,MERCEDES DRIVE,0
12,MERCER AVENUE,0
12,MERCHANT ROAD,0
12,MERCHANTS ROAD,0
12,MERCHANTS STREET,0
12,MERCURY DRIVE,0
12,MEREDITH AVENUE,0
12,MEREDITH STREET,0
12,MERIDEN STREET,0
12,MERIDIAN CENTRE BOULEVARD,0
12,MERIDIAN CTR,0
12,MERLIN STREET,0
12,MERRICK STREET,0
12,MERRILL STREET,0
12,MERRIMAC STREET,0
12,MERRIMAN STREET,0
12,MERRYCREEK CROSSING,0
12,MERRYDALE DRIVE,0
12,MERRYHILL DRIVE,0
12,MERRYHILL LANE,0
12,MERTENSIA LANE,0
12,MERTON STREET,0
12,MERTZ ALLEY,0
12,MERWIN AVENUE,0
12,MERWIN STREET,0
12,METHODIST HILL DRIVE,0
12,METHODIST HILL DRIVE STREET,0
12,METRO PARK,0
12,METRO PIKE,0
12,METROPOLITAN DRIVE,0
12,MIAMI DRIVE,0
12,MICHEL DRIVE,0
12,MICHELDEAN DRIVE,0
12,MICHELLE DRIVE,0
12,MICHIGAN STREET,0
12,MICKENS BND,0
12,MIDDLE ROAD,2
12,MIDDLEBURY ROAD,0
12,MIDDLESBUROUGH PARK,0
12,MIDDLESEX ROAD,0
12,MIDDLETON LANE,0
12,MIDLAND AVENUE,0
12,MIDLAND SCH,0
12,MIDVALE DRIVE,0
12,MIDVALE TERRACE,0
12,MIDWAY DRIVE,0
12,MILBURN STREET,0
12,MILDORF STREET,0
12,MILE CROSSING BOULEVARD,0
12,MILE SQUARE ROAD,0
12,MILE WOOD ROAD,0
12,MILES AVENUE,0
12,MILEWOOD ROAD,0
12,MILFORD ROAD,0
12,MILFORD STREET,0
12,MILL HOLLOW CROSSING,0
12,MILL NECK LANE,0
12,MILL POND LANE,0
12,MILL ROAD,0
12,MILL STREET,0
12,MILL VALLEY ROAD,0
12,MILLAY CIRCLE,0
12,MILLBANK STREET,0
12,MILLER LANE,0
12,MILLER ROAD,0
12,MILLER STREET,0
12,MILLFORD CROSSING,0
12,MILLIBANK STREET,0
12,MILLINER STREET,0
12,MILRACE DRIVE,0
12,MILTON STREET,0
12,MIMOSA DRIVE,0
12,MINDER STREET,0
12,MINEOLA STREET,0
12,MINGES ALLEY,0
12,MINNESOTA STREET,0
12,MINOCQUA DRIVE,0
12,MINOQUA DRIVE,0
12,MINUTE MAN TRAIL,0
12,MIRACLE MILE DRIVE,0
12,MIRACLEMILE DRIVE,0
12,MIRAMAR ROAD,0
12,MISSION HILL DRIVE,0
12,MISTY MEADOW WAY,0
12,MISTY PINE ROAD,0
12,MISTY TRAIL,0
12,MITCHELL ROAD,0
12,MITCHELL STREET,0
12,MODELANE,0
12,MOHAWK STREET,0
12,MONA STREET,0
12,MONACO DRIVE,0
12,MONDAVI CIRCLE,0
12,MONICA STREET,0
12,MONROE AVENUE,6
12,MONROE AVENUE EAST,0
12,MONROE ORLEANS COUNTY LINE ROAD,0
12,MONROE PARKWAY,0
12,MONROE STREET,0
12,MONROE WAYNE COUNTY LINE ROAD,0
12,MONT MORENCY DRIVE,0
12,MONTAINE PARK,0
12,MONTCALM DRIVE,0
12,MONTCLAIR DRIVE,0
12,MONTE CARLO DRIVE,0
12,MONTEREY PARKWAY,0
12,MONTEROY ROAD,0
12,MONTGOMERY ALLEY,0
12,MONTGOMERY GLEN DRIVE,0
12,MONTGOMERY STREET,0
12,MONTICELLO DRIVE,0
12,MONTPELIER CIRCLE,0
12,MONTROSE STREET,0
12,MONTVALE LANE,0
12,MOONLANDING ROAD,0
12,MOORE ROAD,0
12,MOORE STREET,0
12,MOORLAND ROAD,0
12,MORAN STREET,0
12,MORGAN ROAD,0
12,MORGAN STREET,0
12,MORNCREST DRIVE,0
12,MORNING GLORY DRIVE,0
12,MORNING WOODS LANE,0
12,MORNINGSIDE DRIVE,0
12,MORNINGSIDE PARK,0
12,MORNINGSTAR DRIVE,0
12,MORRIE SILVER WAY,0
12,MORRILL STREET,0
12,MORRISON AVENUE,0
12,MORROW DRIVE,0
12,MORTIMER STREET,0
12,MORTON PLACE,0
12,MORTON ROAD,0
12,MORTON STREET,0
12,MOSCOW ROAD,0
12,MOSELEY CIRCLE,0
12,MOSELEY ROAD,1
12,MOSELY ROAD,0
12,MOSLEY ROAD,0
12,MOSSY OAK COVE,0
12,MOTTS LANE,0
12,MOUL ROAD,0
12,MOULSON STREET,0
12,MOUNT AIRY DRIVE,0
12,MOUNT HOPE AVENUE,4
12,MOUNT HOPE BOULEVARD,0
12,MOUNT PLEASANT PARK,0
12,MOUNT READ BOULEVARD,7
12,MOUNT READ BOULEVARD SERVICE ROAD,0
12,MOUNT READ OUTER DRIVE,0
12,MOUNT RIDGE CIRCLE,0
12,MOUNT VERNON AVENUE,0
12,MOUNT VERNON STREET,0
12,MOUNT VIEW CRESCENT,0
12,MOUNTAIN ASH DRIVE,0
12,MOUNTAIN LANE,0
12,MOUNTAIN ROAD,0
12,MOUNTAIN RISE,0
12,MOUNTAIN VIEW POINT,0
12,MOUNTBATTEN STREET,0
12,MOXON DRIVE,0
12,MT HOPE AVENUE,0
12,MT READ BOULEVARD,0
12,MT READ OUTER DRIVE,0
12,MT VERNON AVENUE,0
12,MULBERRY STREET,0
12,MULBERY STREET,0
12,MULCAHY BOULEVARD,0
12,MULE PATH CIRCLE,0
12,MULL LANE,0
12,MUMFORD PALMER ROAD,0
12,MUMFORD ROAD,0
12,MURLIN DRIVE,0
12,MURPHY PLACE,0
12,MURRAY STREET,0
12,MURWOOD LANE,0
12,MUSHROOM BOULEVARD,0
12,MUSKET LANE,0
12,MUSTARD STREET,0
12,MYRTLE HILL PARK,0
12,MYRTLE STREET,0
12,MYRTLEWOOD DRIVE,0
12,MYSTIC LANE,0
12,MYSTIC PINES CIRCLE,0
12,MERCHANT STREET,0
12,MILAN STREET,0
12,NORTH AUTUMN DRIVE,0
12,NORTH BURLEY ROAD,0
12,NORTH CHESTNUT STREET,1
12,NORTH CHURCH ROAD,0
12,NORTH CLINTION AVENUE,0
12,NORTH CLINTON AVENUE,3
12,NORTH CLINTON STREET,0
12,NORTH COUNTRY CLUB DRIVE,0
12,NORTH CREEK CROSSING,0
12,NORTH FITZHUGH,0
12,NORTH FITZHUGH STREET,0
12,NORTH GLEN DRIVE,0
12,NORTH GOODMAN,0
12,NORTH GOODMAN AVENUE,0
12,NORTH GOODMAN STREET,1
12,NORTH GREECE ROAD,0
12,NORTH HAMLIN ROAD,0
12,NORTH HUCKLEBERRY WAY,0
12,NORTH LANDING ROAD,0
12,NORTH LEMOYN AVENUE,0
12,NORTH LINCOLN ROAD,0
12,NORTH MAIN STREET,0
12,NORTH PARK DRIVE,0
12,NORTH POINT TRAIL,0
12,NORTH PLYMOUTH AVENUE,0
12,NORTH RIVER STREET,0
12,NORTH SCOTT ALLEY,0
12,NORTH SHORE DRIVE,0
12,NORTH UNION STREET,2
12,NORTH WASHINGTON STREET,1
12,NORTH WATER STREET,0
12,NORTH WILMARTH ROAD,0
12,NORTH WINTON ROAD,0
12,NADINE DRIVE,0
12,NAHANT ROAD,0
12,NAMES ROAD,0
12,NANDOR DRIVE,0
12,NANETTE DRIVE,0
12,NANTUCKET ROAD,0
12,NAPKINS POINT ROAD,0
12,NASH STREET,0
12,NASSAU STREET,0
12,NATALIE STREET,0
12,NATHANIEL DRIVE,0
12,NATHANIEL POOLE TRAIL,0
12,NAVARRE ROAD,0
12,NEEDHAM STREET,0
12,NELLIS PARK,0
12,NELSON MORTON DRIVE,0
12,NELSON STREET,0
12,NEROS RUN,0
12,NESTER STREET,0
12,NETHERTON ROAD,0
12,NETTLECREEK ROAD,0
12,NEUCHATEL LANE,0
12,NEVINS ROAD,0
12,NEW CAMPUS DRIVE,0
12,NEW HAMPTON PLACE,0
12,NEW PRINCE LANE,0
12,NEW ROCHELLE ROAD,0
12,NEW TUDOR ROAD,0
12,NEW WICKHAM DRIVE,0
12,NEW YORK STREET,0
12,NEW YORK STATE TRWY,0
12,NEWBERRY LANE,0
12,NEWBURY STREET,0
12,NEWCASTLE ROAD,0
12,NEWCO DRIVE,0
12,NEWCOMB DRIVE,0
12,NEWCOMB STREET,0
12,NEWELL ALLEY,0
12,NEWFIELD DRIVE,0
12,NEWMAN PLACE,0
12,NEWPORT DRIVE,0
12,NEWPORT ROAD,0
12,NEWTON DRIVE,0
12,NEWTON ROAD,0
12,NIAGARA STREET,1
12,NICHOLS STREET,0
12,NICHOLSON STREET,0
12,NICOLE DRIVE,0
12,NICOLETTE CIRCLE,0
12,NIELSON STREET,0
12,NIGHTFROST LANE,0
12,NILE DRIVE,0
12,NINE MILE POINT ROAD,0
12,NISA LANE,0
12,NIXON DRIVE,0
12,NOB HILL,0
12,NOBLEMAN COURT,0
12,NOEL DRIVE,0
12,NORBERT STREET,0
12,NORBROOK ROAD,0
12,NORCREST DRIVE,0
12,NORFOLK DRIVE,0
12,NORFOLK PLACE,0
12,NORFOLK STREET,0
12,NORHILL DRIVE,0
12,NORIDGE DRIVE,0
12,NORLANE DRIVE,0
12,NORMAN HOWARD SCHOOL DRIVE,0
12,NORMAN ROAD,0
12,NORMAN STREET,0
12,NORMANDALE DRIVE,0
12,NORMANDY AVENUE,0
12,NORRAN DRIVE,0
12,NORRIS DRIVE,0
12,NORTH AVENUE,0
12,NORTH DRIVE,0
12,NORTH GREECE ROAD EXTENSION,0
12,NORTH MADISON PARK,0
12,NORTH ROAD,1
12,NORTH STREET,2
12,NORTH TERRACE,0
12,NORTHAMPTON CIRCLE,0
12,NORTHAMPTON STREET,0
12,NORTHAVEN TERRACE,0
12,NORTHBRIDGE DRIVE,0
12,NORTHBROOK WAY,0
12,NORTHCLIFFE DRIVE,0
12,NORTHEAST AVENUE,0
12,NORTHFIELD GATE,0
12,NORTHFIELD ROAD,0
12,NORTHGATE MANOR,0
12,NORTHGATE ROAD,0
12,NORTHHAVEN TERRACE,0
12,NORTHLAN AVENUE,0
12,NORTHLAND AVENUE,0
12,NORTHLANE DRIVE,0
12,NORTHMORE AVENUE,0
12,NORTHRUP ROAD,0
12,NORTHSTONE RISE,0
12,NORTHUMBERLAND ROAD,0
12,NORTHVIEW TERRACE,0
12,NORTHWIND WAY,0
12,NORTHWOOD AVENUE,0
12,NORTHWOOD DRIVE,0
12,NORTON AVENUE,0
12,NORTON STREET,6
12,NORTON VILLAGE LANE,0
12,NORTON VLG,0
12,NORWAY DRIVE,0
12,NORWICH DRIVE,0
12,NORWOOD AVENUE,0
12,NORWOOD STREET,0
12,NORY LANE,0
12,NOTRE DAME DRIVE,0
12,NOTTINGHAM DRIVE,0
12,NOTTINGHAM ROAD,0
12,NOUVEAU PLACE,0
12,NOVA LANE,0
12,NOXIE WAY,0
12,NUNDA BOULEVARD,0
12,NURSING HOME DRIVE,0
12,STATE ROUTE 590,5
12,NYBY ROAD,0
12,NYE PARK,0
12,NYMARK DRIVE,0
12,OAK HILL COUNTRY CLB,0
12,OAK LANE,0
12,OAK LEAF LANE,0
12,OAK MANOR LANE,0
12,OAK MEADOW TRAIL,0
12,OAK MILLS CROSSING,0
12,OAK STREET,0
12,OAKBRIAR COURT,0
12,OAKDALE DRIVE,0
12,OAKHURST DRIVE,0
12,OAKLAND STREET,0
12,OAKLAWN DRIVE,0
12,OAKMAN STREET,0
12,OAKMANS STREET,0
12,OAKMONTE BOULEVARD,0
12,OAKMOUNT DRIVE,0
12,OAKRIDGE DRIVE,0
12,OAKVIEW DRIVE,0
12,OAKWOOD DRIVE,0
12,OAKWOOD LANE,0
12,OAKWOOD ROAD,0
12,OASIS DRIVE,0
12,OASIS LANE,0
12,OATKA AVENUE,0
12,OATKA CREEK ROAD,0
12,OATKA ROAD,0
12,OATKA TRAIL,0
12,OBERLIN STREET,0
12,OBRIEN STREET,0
12,OCONNOR ROAD,0
12,OFFICE PARK WAY,0
12,OFFICE PARKWAY,0
12,OGDEN CENTER ROAD,0
12,OGDEN PARMA TOWN LINE ROAD,0
12,OGDEN PARMA TOWNLINE ROAD,0
12,OHIO STREET,0
12,OHSTROM PARK,0
12,OK TERRACE,0
12,OLD,0
12,OLD ACRE LANE,0
12,OLD BARN CIRCLE,0
12,OLD BEAHAN ROAD,0
12,OLD BROWNCROFT BOULEVARD,0
12,OLD COUNTRY LANE,0
12,OLD COUNTRY ROAD,0
12,OLD EDGEMERE DRIVE,0
12,OLD ENGLISH DRIVE,0
12,OLD FARM CIRCLE,0
12,OLD FORGE LANE,0
12,OLD FRENCH ROAD,0
12,OLD HOJACK LANE,0
12,OLD LANDMARK DRIVE,0
12,OLD LYME ROAD,0
12,OLD MACEDON CENTER ROAD,0
12,OLD MILL ROAD,0
12,OLD HILL,0
12,OLD PENFIELD ROAD,0
12,OLD PINE LANE,0
12,OLD POST ROAD,0
12,OLD SCHOOL,0
12,OLD SCHOOL ROAD,0
