CaseMonth,OnStreet,Serious_and_Fatal_Injuries
4,BLUE SPRUCE DRIVE,0
4,BLUE VISTA TRAIL,0
4,BLUFF DRIVE,0
4,BLUHM ROAD,0
4,BLY STREET,0
4,BOARDMAN STREET,0
4,BOBBIE DRIVE,0
4,BOBRICH DRIVE,0
4,BOCA AVENUE,0
4,BOCES BOULEVARD,0
4,BOCK STREET,0
4,BOHRER ALLEY,0
4,BOLTON TRAIL,0
4,BOND STREET,0
4,BONESTEEL CIRCLE,0
4,BONESTEEL STREET,0
4,BONITA DRIVE,0
4,BONNIE BRAE AVENUE,0
4,BOOTHE STREET,0
4,BORCHARD STREET,0
4,BORDEAUX WAY,0
4,BORROWDALE DRIVE,0
4,BOSTON STREET,0
4,BOSWELL STREET,0
4,BOSWORTH FIELD,0
4,BOTT PLACE,0
4,BOUCKHART AVENUE,0
4,BOUGHTON AVENUE,0
4,BOUGHTON HILL DRIVE,0
4,BOUGHTON HILL ROAD,0
4,BOULEVARD PARKWAY,0
4,BOULTER INDUSTRIAL PARK,0
4,BOULTER INDUSTRIAL PARKWAY,0
4,BOVEE ROAD,0
4,BOWEN ROAD,0
4,BOWERMAN ROAD,0
4,BOWERY STREET,0
4,BOWMAN STREET,0
4,BOX CAR DRIVE,0
4,BOXART STREET,0
4,BOXWOOD LANE,0
4,BOYD DRIVE,0
4,BOYS CLUB PLACE,0
4,BRACKLEY CIRCLE,0
4,BRADBURN STREET,0
4,BRADDOCK ROAD,0
4,BRADDOCK STREET,0
4,BRADFIELD STREET,0
4,BRADFORD ROAD,0
4,BRADFORD STREET,0
4,BRAGDON DRIVE,0
4,BRAGDON PLACE,0
4,BRAGGS ALLEY,0
4,BRAINTREE CRESCENT,0
4,BRAM HALL DRIVE,0
4,BRAMBLEWOOD LANE,0
4,BRAMBURY DRIVE,0
4,BRANCH STREET,0
4,BRANCHBROOK DRIVE,0
4,BRANCHWOOD LANE,0
4,BRANDON ROAD,0
4,BRANDON WOODS DRIVE,0
4,BRANDT POINT DRIVE,0
4,BRANDY BROOK LANE,0
4,BRANDY WINE TERRACE,0
4,BRANDYWINE LANE,0
4,BRANDYWINE TERRACE,0
4,BRANNON LANE,0
4,BRASS CASTLE,0
4,BRASSER DRIVE,0
4,BRATTLEBORO DRIVE,0
4,BRAUNSTON DRIVE,0
4,BRAYER STREET,0
4,BRAYTON ROAD,0
4,BREBEUF DRIVE,0
4,BRECK STREET,0
4,BRECKENRIDGE DRIVE,0
4,BREEZEWAY DRIVE,0
4,BREEZEWOOD COURT,0
4,BREMEN STREET,0
4,BRENTWOOD DRIVE,0
4,BRENTWOOD LANE,0
4,BRENTWOOD STREET,0
4,BRETT ROAD,0
4,BRETTON WOODS DRIVE,0
4,BREWER STREET,0
4,BREWERTON DRIVE,0
4,BRIAN DRIVE,0
4,BRIANNA LANE,0
4,BRIAR HILL DRIVE,0
4,BRIAR LANE,0
4,BRIAR PATCH ROAD,0
4,BRIAR ROSE LANE,0
4,BRIAR WOOD LANE,0
4,BRIARCLIFF ROAD,0
4,BRIARCLIFFE ROAD,0
4,BRIARWOOD DRIVE,0
4,BRIARWOOD LANE,0
4,BRICK SCHOOL HOUSE ROAD,1
4,BRICK SCHOOLHOUSE ROAD,0
4,BRICKER STREET,0
4,BRICKSCHOOLHOUSE ROAD,0
4,BRICKSTONE CIRCLE,0
4,BRIDGE VIEW DRIVE,0
4,BRIDGEMAN ROAD,0
4,BRIDGETOWN DRIVE,0
4,BRIDGEWOOD DRIVE,0
4,BRIDLE LANE,0
4,BRIDLEWOOD TRAIL,0
4,BRIGGS AVENUE,0
4,BRIGGS PLACE,0
4,BRIGGS STREET,0
4,BRIGHT AUTUMN LANE,0
4,BRIGHT OAKS DRIVE,0
4,BRIGHTON HENRIETTA TOWN LINE ROAD,1
4,BRIGHTON PARK,0
4,BRIGHTON STREET,0
4,BRIGHTWOODS LANE,0
4,BRISTOL AVENUE,0
4,BRISTOL VIEW DRIVE,0
4,BRITTANY CIRCLE,0
4,BRITTANY LA,0
4,BRITTANY LANE,0
4,BRITTANY WOODS,0
4,BRITTON ROAD,0
4,BRIZEE STREET,0
4,BROAD STREET,0
4,BROAD STREET EAST,0
4,BROADMOOR TRAIL,0
4,BROADWAY,0
4,BROADWAY STREET,0
4,BROCKLEY ROAD,0
4,BROCKPORT HOLLEY ROAD,0
4,BROCKPORT ROAD,0
4,BROCKPORT SPENCERPORT ROAD,2
4,BROCKPORT/SPENCERPORT ROAD,0
4,BROCKWAY PLACE,0
4,BRODERICK DRIVE,0
4,BROEZEL STREET,0
4,BROKEN HILL ROAD,0
4,BROMLEY ROAD,0
4,BROMSGROVE HILL,0
4,BRONGO LANE,0
4,BRONSON COURT,0
4,BRONZE LEAF TRAIL,0
4,BROOK HILL LANE,0
4,BROOK MEADOWS TRAIL,0
4,BROOK ROAD,0
4,BROOK STREET,0
4,BROOK TROUT LANE,0
4,BROOKDALE AVENUE,0
4,BROOKDALE PARK,0
4,BROOKDALE PIKE,0
4,BROOKDALE ROAD,0
4,BROOKEDGE DRIVE,0
4,BROOKEVILLE DRIVE,0
4,BROOKFIELD ROAD,0
4,BROOKHAVEN TERRACE,0
4,BROOKLAWN DRIVE,0
4,BROOKLEA DRIVE,0
4,BROOKLYN STREET,0
4,BROOKRIDGE DRIVE,0
4,BROOKS AVENUE,3
4,BROOKS AVENUE EXTENSION,0
4,BROOKS ROAD,0
4,BROOKSBORO DRIVE,0
4,BROOKSHIRE LANE,0
4,BROOKSIDE DRIVE,0
4,BROOKSTONE BND,0
4,BROOKTREE DRIVE,0
4,BROOKVIEW DRIVE,0
4,BROOKVIEW ROAD,0
4,BROOKWOOD ROAD,0
4,BROWER ROAD,0
4,BROWN DRIVE,0
4,BROWN ROAD,0
4,BROWN STREET,0
4,BROWNCROFT BOULEVARD,3
4,BROWNCROFT ROAD,0
4,BROWNS AVENUE,0
4,BROWNS RACE,0
4,BROWNS ROAD,0
4,BROXBOURNE DRIVE,0
4,BRU MAR DRIVE,0
4,BRUNSWICK STREET,0
4,BRUSH CREEK DRIVE,0
4,BRYAN STREET,0
4,BRYDEN PARK,0
4,BRYN MAWR ROAD,0
4,BUCK HILL ROAD,0
4,BUCKHILL ROAD,0
4,BUCKINGHAM STREET,0
4,BUCKLAND AVENUE,0
4,BUCKMAN ROAD,0
4,BUCKWHEAT DRIVE,0
4,BUELL DRIVE,0
4,BUELL ROAD,0
4,BUENA PLACE,0
4,BUFFALO ROAD,6
4,BUFFALO ROAD WEST,0
4,BULL SAW MILL ROAD,0
4,BULLS SAWMILL ROAD,0
4,BUNKER HILL DRIVE,0
4,BUNNY RUN,0
4,BUONOMO STREET,0
4,BURBANK STREET,0
4,BURBEN WAY,0
4,BURCH FARM DRIVE,0
4,BURKE TERRACE,0
4,BURKEDALE CRESCENT,0
4,BURKHARD PLACE,0
4,BURLEY ROAD,0
4,BURLEY ROAD NORTH,0
4,BURLINGTON AVENUE,0
4,BURLWOOD DRIVE,0
4,BURNETT ROAD,0
4,BURNING BRUSH DRIVE,0
4,BURNING TREE DRIVE,0
4,BURNING TREE LANE,0
4,BURNINGTREE LANE,0
4,BURR OAK DRIVE,0
4,BURRITT ROAD,0
4,BURROWS DRIVE,0
4,BURROWS HILLS DRIVE,0
4,BURROWS STREET,0
4,BURTON PLACE,0
4,BURWELL ROAD,0
4,BUTCHER ROAD,0
4,BUTLER DRIVE,0
4,BUTLER STREET,0
4,BUTTERFLY LANE,0
4,BUTTERNUT DRIVE,0
4,BUTTERWEED DRIVE,0
4,BUTTONWOOD DRIVE,0
4,BYERS COURT,0
4,BYRON STREET,0
4,C HILI AVENUE,0
4,CABIN ROAD,0
4,CABOT ROAD,0
4,CADILLAC AVENUE,0
4,CADY STREET,0
4,CAFFERY PLACE,0
4,CAIRN STREET,0
4,CALEDONIA AVENUE,0
4,CALHOUN AVENUE,0
4,CALI RIDGE,0
4,CALIFORNIA DRIVE,0
4,CALIHAN PARK,0
4,CALKINS ROAD,1
4,CALLINGHAM ROAD,0
4,CALM LAKE CIRCLE,0
4,CALUMET STREET,0
4,CALVER COURT,0
4,CAMBORNE CIRCLE,0
4,CAMBRAY DRIVE,0
4,CAMBRIA ROAD,0
4,CAMBRIA STREET,0
4,CAMBRIC CIRCLE,0
4,CAMBRIDGE COURT,0
4,CAMBRIDGE PLACE,0
4,CAMBRIDGE ROAD,0
4,CAMBRIDGE STREET,0
4,CAMDEN STREET,0
4,CAMELOT DRIVE,0
4,CAMERON COURT,0
4,CAMERON HILL DRIVE,0
4,CAMERON STREET,0
4,CAMILLE DRIVE,0
4,CAMOMILE LANE,0
4,CAMP ROAD,0
4,CAMPBELL PARK,0
4,CAMPBELL ROAD,0
4,CAMPBELL STREET,0
4,CAMPFIRE ROAD NORTH,0
4,CAMPFIRE ROAD SOUTH,0
4,CAMPFIRE ROAD,0
4,CAMPUS DRIVE,0
4,CANAL LANDING BOULEVARD,0
4,CANAL PARK PLACE,0
4,CANAL ROAD,0
4,CANAL STREET,0
4,CANAL VIEW BOULEVARD,0
4,CANAL WOODS,0
4,CANALSIDE DRIVE,0
4,CANARY STREET,0
4,CANASTA ROAD,0
4,CANDLEWOOD DRIVE,0
4,CANDLEWOOD ROAD,0
4,CANDY LANE,0
4,CANE PATCH,0
4,CANE PATCH ROAD,0
4,CANFIELD PLACE,0
4,CANFIELD ROAD,0
4,CANNING STREET,0
4,CANNOCK DRIVE,0
4,CANTERBURY COURT,0
4,CANTERBURY ROAD,0
4,CANTON STREET,0
4,CANYON TRAIL,0
4,CAPE COD WAY,0
4,CAPE HENRY TRAIL,0
4,CAPEN ROAD,0
4,CAPRI DRIVE,0
4,CAPRON COURT,0
4,CAPRON STREET,0
4,CAPTIVA CROSSING,0
4,CARACAS DRIVE,0
4,CARACUS DRIVE,0
4,CARAWAY LANE,0
4,CARDIANA DRIVE,0
4,CARDIFF PARK,0
4,CARDILE DRIVE,0
4,CARDINAL DRIVE,0
4,CARDINAL LANE,0
4,CARDOGAN SQ,0
4,CAREFREE LANE,0
4,CARL STREET,0
4,CARLEE COURT,0
4,CARLETON STREET,0
4,CARLING ROAD,0
4,CARLISLE STREET,0
4,CARLSAM DRIVE,0
4,CARLSON ROAD,0
4,CARLTON STREET,0
4,CARMAS DRIVE,0
4,CARMAS ENTRANCE,0
4,CARNEY CIRCLE,0
4,CAROLINE STREET,0
4,CARRIAGE COURT,0
4,CARRIAGE HOUSE LANE,0
4,CARRIAGE PATH COURT,0
4,CARRIE MARIE LANE,0
4,CARRINGTON DRIVE,0
4,CARROLL STREET,0
4,CARRY LANE,0
4,CARTER DRIVE,0
4,CARTER ROAD,0
4,CARTER STREET,2
4,CARTHAGE ALLEY,0
4,CARTHAGE DRIVE,1
4,CARTHAGE STREET,0
4,CARVERDALE DRIVE,0
4,CASA DRIVE,0
4,CASCADE DRIVE,0
4,CASCADE PLACE,0
4,CASE TERRACE,0
4,CASHMERE LANE,0
4,CASPAR STREET,0
4,CASPER STREET,0
4,CASSANDRA COURT,0
4,CASTLE ACRES DRIVE,0
4,CASTLE GATE,0
4,CASTLE PARK,0
4,CASTLE ROAD,0
4,CASTLE VIEW DRIVE,0
4,CASTLEBAR ROAD,0
4,CASTLEFORD ROAD,0
4,CASTLEMAN ROAD,0
4,CASTLETON ROAD,0
4,CASTLEVIEW DRIVE,0
4,CASTLEWOOD DRIVE,0
4,CATALPA ROAD,0
4,CATARACT STREET,0
4,CATHAWAY PARK,0
4,CATTARAGUS DRIVE,0
4,CAVALIER ROAD NORTH,0
4,CAVE HOLW,0
4,CAVERSHAM WOODS,0
4,CAVERSHAM WOODS ROAD,0
4,CAVES PLACE,0
4,CAYUGA STREET,0
4,CECIL ALLEY,0
4,CEDAR CIRCLE,0
4,CEDAR COVE TRAIL,0
4,CEDAR CREEK TRAIL,0
4,CEDAR ML,0
4,CEDAR PLACE,0
4,CEDAR ROAD,0
4,CEDAR RIDGE DRIVE,0
4,CEDAR ROCK ROAD,0
4,CEDAR STREET,0
4,CEDAR TERRACE,0
4,CEDARFIELD COMMONS,0
4,CEDARGROVE DRIVE,0
4,CEDARHURST DRIVE,0
4,CEDARVIEW,0
4,CEDARWOOD ROAD,0
4,CEDARWOOD TERRACE,0
4,CELEBRATION DRIVE,0
4,CELIA DRIVE,0
4,CENTENNIAL AVENUE,0
4,CENTENNIAL DRIVE,0
4,CENTENNIAL LANE,0
4,CENTENNIAL STREET,0
4,CENTER CROSSING,0
4,CENTER LANE,0
4,CENTER PLACE DRIVE,0
4,CENTER STREET,0
4,CENTERPLACE DRIVE,0
4,CENTERWOOD DRIVE,0
4,CENTRAL AVENUE,0
4,CENTRAL PARK,0
4,CENTRAL SCHOOL DRIVE,0
4,CENTRE DRIVE,0
4,CENTRE PARK,0
4,CENTRE TERRACE,0
4,CHACE STREET,0
4,CHAD CIRCLE,0
4,CHADBOURNE ROAD,0
4,CHADLEE DRIVE,0
4,CHADWELL CIRCLE,0
4,CHADWELL ROAD,0
4,CHADWICK MANOR,0
4,CHALET CIRCLE,0
4,CHALFORD ROAD,0
4,CHAMBERLAIN ROAD,0
4,CHAMBERLAIN STREET,0
4,CHAMBERLIN STREET,0
4,CHAMBERS STREET,1
4,CHAMBORD DRIVE,0
4,CHAMPENEY TERRACE,0
4,CHAMPION AVENUE,0
4,CHAMPLAIN STREET,1
4,CHANCERY LANE,0
4,CHANDLER STREET,0
4,CHANNING WOOD DRIVE,0
4,CHANNING WOODS DRIVE,0
4,CHANTILLY LANE,0
4,CHAPEL HILL DRIVE,0
4,CHAPEL STREET,0
4,CHAPIN STREET,0
4,CHAPIN WAY,0
4,CHAPMAN ALLEY,0
4,CHAPPELL STREET,0
4,CHARDONNAY DRIVE,0
4,CHARING CROSS,0
4,CHARING ROAD,0
4,CHARISMA DRIVE,0
4,CHARISSA RUN,0
4,CHARIT WAY,0
4,CHARLENE DRIVE,0
4,CHARLES AVENUE,0
4,CHARLES STREET,0
4,CHARLESWOOD DRIVE,0
4,CHARLOTTE STREET,0
4,CHARLTON ROAD,0
4,CHARMAINE ROAD,0
4,CHARMWOOD ROAD,0
4,CHARTER CIRCLE,0
4,CHARTER OAKS DRIVE,0
4,CHARTERS WAY,0
4,CHARTWELL COURT,0
4,CHARWOOD CIRCLE,0
4,CHASE ROAD,0
4,CHASE SQ,0
4,CHATEAU SQ,0
4,CHATEAU SQUARE,0
4,CHATHAM GARDENS,0
4,CHATWORTH CIRCLE SOUTH,0
4,CHAUMONT STREET,0
4,CHAUTAUQUA DRIVE,0
4,CHEESE FACTORY ROAD,0
4,CHELMSFORD LANE,0
4,CHELMSFORD ROAD,0
4,CHELSEA MEADOWS DRIVE,0
4,CHELSEA ROAD,0
4,CHELTENHAM ROAD,0
4,CHEMICAL IMAGING LOOP,0
4,CHEMUNG STREET,0
4,CHENIN RUN,0
4,CHERRY CREEK LANE,0
4,CHERRY DRIVE,0
4,CHERRY LAUREL CIRCLE,0
4,CHERRY ROAD,0
4,CHERRY RIDGE BOULEVARD,0
4,CHERRYMEDE CRESCENT,0
4,CHESAPEAKE LANDING,0
4,CHESAPEAKE LNDG,0
4,CHESBROUGH DRIVE,0
4,CHESFIELD LOOKOUT,0
4,CHESHIRE LANE,0
4,CHESTER AVENUE,0
4,CHESTER STREET,0
4,CHESTERFIELD DRIVE,0
4,CHESTERTON ROAD,0
4,CHESTNUT DRIVE,0
4,CHESTNUT HILL DRIVE,0
4,CHESTNUT RIDGE ROAD,0
4,CHESTNUT STREET,1
4,CHESTNUT STREET WEST,0
4,CHESWELL WAY,0
4,CHEVALIN STREET,0
4,CHEVIOT LANE,0
4,CHI MAR DRIVE,0
4,CHI-MAR DRIVE,0
4,CHIGWELL LANE,0
4,CHIGWELL LANE NORTH,0
4,CHIGWELL LANE SOUTH,0
4,CHILD STREET,0
4,CHILI AVENUE,6
4,CHILI AVENUE EXTENSION,0
4,CHILI CENTER COLDWATER ROAD,0
4,CHILI RIGA CENTER ROAD,0
4,CHILI RIGA TOWNLINE ROAD,0
4,CHILI SCOTTSVILLE ROAD,0
4,CHILI TERRACE,0
4,CHILI WHEATLAND TOWNLINE ROAD,0
4,CHILTERN ROAD,0
4,CHIMAYO ROAD,0
4,CHIMNEY HILL ROAD,0
4,CHIPPAWA STREET,0
4,CHIPPENDALE ROAD,0
4,CHIPPENHAM DRIVE,0
4,CHIPPENHAM WAY,0
4,CHIPPING RIDGE,0
4,CHISWICK DRIVE,0
4,CHIYODA DRIVE,0
4,CHRISTIAN AVENUE,0
4,CHRISTIAN STREET,0
4,CHRISTINA DRIVE,0
4,CHRISTOPHER COURT,1
4,CHURCH ROAD,0
4,CHURCH STREET,0
4,CHURCHILL DRIVE,0
4,CHURCHILL DRIVE NORTH,0
4,CHURCHLEA PLACE,0
4,CHURCHVIEW LANE,0
4,CHURCHVILLE RIGA ROAD,0
4,CHURCHVILLE-RIGA ROAD,0
4,CIMARRON DRIVE,0
4,CINDY LANE,0
4,CINNABAR ROAD,0
4,CINNAMON CIRCLE,0
4,CIRCLE LANE,0
4,CIRCLE STREET,0
4,CIRCLE WOOD ROAD,0
4,CITATION DRIVE,0
4,CITRUS DRIVE,0
4,CITY VIEW DRIVE,0
4,CLAIRMONT STREET,0
4,CLAIRMOUNT DRIVE,0
4,CLAIRMOUNT STREET,0
4,CLARDALE DRIVE,0
4,CLARENCE PARK,0
4,CLARET DRIVE,0
4,CLARIDGE CIRCLE,0
4,CLARIISSA STREET,0
4,CLARISSA STREET,0
4,CLARK AVENUE,0
4,CLARK DRIVE,0
4,CLARK PARK,0
4,CLARK ROAD,0
4,CLARK STREET,0
4,CLARKES CROSSING,0
4,CLARKRIDGE DRIVE,0
4,CLARKS CROSSING,0
4,CLARKSON HAMLIN TOWN LINE ROAD,0
4,CLARKSON PARMA TOWN LINE ROAD,0
4,CLARKSON PARMA TN LINE ROAD,0
4,CLARKSON STREET,0
4,CLAY AVENUE,0
4,CLAY HILL,0
4,CLAY ROAD,1
4,CLAYBOURNE ROAD,0
4,CLAYBROOK STREET,0
4,CLAYTON STREET,0
4,CLEARFIELD DRIVE,0
4,CLEARVIEW AVENUE,0
4,CLEARVIEW DRIVE,0
4,CLEARVIEW ROAD,0
4,CLEARWATER CIRCLE,0
4,CLEMATIS STREET,0
4,CLEON STREET,0
4,CLEVELAND STREET,0
4,CLEVERDALE ROAD,0
4,CLIFF STREET,0
4,CLIFFMOR STREET,0
4,CLIFFORD AVENUE,5
4,CLIFFORD STREET,0
4,CLIFFORDALE PARK,0
4,CLIFFPORD AVENUE,0
4,CLIFORD AVENUE,0
4,CLIFTON ROAD,0
4,CLIFTON STREET,0
4,CLINE ROAD,0
4,CLINTON AVENUE NORTH,2
4,CLINTON AVENUE SOUTH,0
4,CLINTON PLACE,0
4,CLINTON STREET,0
4,CLINTWOOD COURT,0
4,CLINTWOOD DRIVE,0
4,CLIO STREET,0
4,CLOONEY DRIVE,0
4,CLOSE HOLLOW DRIVE,0
4,CLOUMBIA AVENUE,0
4,CLOVER DRIVE,0
4,CLOVER HILLS DRIVE,0
4,CLOVER LANE,0
4,CLOVER PARK DRIVE,0
4,CLOVER ROAD,0
4,CLOVER STREET,0
4,CLOVERCREST DRIVE,0
4,CLOVERDALE ROAD,0
4,CLOVERDALE STREET,0
4,CLOVERLAND DRIVE,0
4,CLOVERLEAF DRIVE,0
4,CLOVERWOOD DRIVE,0
4,CLUB DRIVE,0
4,CLUB VIEW DRIVE,0
4,CLYDE STREET,0
4,COACH SIDE LANE,0
4,COACHMAN DRIVE,0
4,COASTAL VIEW DRIVE,0
4,COBB TERRACE,0
4,COBBLERS RUN,0
4,COBBLESTONE COURT,0
4,COBBLESTONE CROSSING,0
4,COBBS HILL DRIVE,0
4,COBBS LANE,0
4,COBLESKILL DRIVE,0
4,COBURG STREET,0
4,CODDINGTON GROVE,0
4,COGDELL CIRCLE,0
4,COLBY STREET,1
4,COLDWATER CRESCENT,0
4,COLDWATER ROAD,0
4,COLE AVENUE,0
4,COLE ROAD,0
4,COLEBOURNE ROAD,0
4,COLEBROOK DRIVE,0
4,COLEBURG CIRCLE,0
4,COLEEN PARK,0
4,COLEGATE STREET,0
4,COLEMAN AVENUE,0
4,COLEMAN CREEK ROAD,0
4,COLEMAN STREET,0
4,COLEMAN TERRACE,0
4,COLERIDGE ROAD,0
4,COLFAX STREET,0
4,COLGATE STREET,0
4,COLIMBIA AVENUE,0
4,COLIN STREET,0
4,COLLAMER ROAD,0
4,COLLEEN WAY,0
4,COLLEGE AVENUE,0
4,COLLEGE GREENE DRIVE,0
4,COLLEGE STREET,0
4,COLLENTON DRIVE,0
4,COLLINGWOOD DRIVE,0
4,COLMAN TERRACE,0
4,COLONIAL CIRCLE,0
4,COLONIAL DRIVE,0
4,COLONIAL PARKWAY,0
4,COLONIAL ROAD,0
4,COLONIAL VILLAGE ROAD,0
4,COLONIST LANE,0
4,COLONNADE DRIVE,0
4,COLONNADE TERRACE,0
4,COLONY DRIVE,0
4,COLONY LANE,0
4,COLONY MANOR DRIVE,0
4,COLORADO DRIVE,0
4,COLUMBIA AVENUE,1
4,COLUMBINE CIRCLE,0
4,COLUMBUS CIRCLE,0
4,COLUMBUS DRIVE,0
4,COLVIN STREET,0
4,COLWICK ROAD,0
4,COMFORT STREET,0
4,COMMENCEMENT DRIVE,0
4,COMMERCE DRIVE,0
4,COMMERCIAL ROAD,0
4,COMMERCIAL STREET,0
4,COMMERCIAL STREET WEST,0
4,COMMODORE PARKWAY,0
4,COMMONS BOULEVARD,0
4,COMMONS WAY,0
4,COMMONWEALTH ROAD,0
4,COMMUNITY MANOR DRIVE,0
4,CONANT ROAD,0
4,CONCORD DRIVE,0
4,CONCORD STREET,0
4,CONE FLOWER DRIVE,0
4,CONEFLOWER DRIVE,0
4,CONGRESS AVENUE,0
4,CONGRESS STREET,0
4,CONKEY AVENUE,1
4,CONKLIN AVENUE,0
4,CONNECTING ROAD,0
4,CONNEMARA DRIVE,0
4,CONNIES LANE,0
4,CONNOR DRIVE,0
4,CONRAD DRIVE,0
4,CONSTANCE WAY EAST,0
4,CONSTANCE WAY WEST,0
4,CONSTITUTION CIRCLE,0
4,CONTINENTAL DRIVE,0
4,COOK DRIVE,0
4,COOK ROAD,0
4,COOK STREET,0
4,COOLIDGE AVENUE,0
4,COOLIDGE ROAD,0
4,COOPER ALLEY,0
4,COOPER ROAD,0
4,COOPER STREET,0
4,COPELAND STREET,0
4,COPLEY STREET,0
4,COPPER BEACH RUN,0
4,COPPER BEECH RUN,0
4,COPPER WOODS,0
4,COPPERFIELD ROAD,0
4,COPPERKETTLE ROAD,0
4,COR MAR LANE,0
4,CORAL WAY,0
4,CORAN CIRCLE,0
4,CORDUROY ROAD,0
4,CORETTA SCOTT CROSSING,0
4,CORINTHIAN STREET,0
4,CORLEY DRIVE,0
4,CORNELIA DRIVE,0
4,CORNELL STREET,0
4,CORNFLOWER DRIVE,0
4,CORNHILL PLACE,0
4,CORNING PARK,0
4,CORNWALL CROSSING,0
4,CORNWALL LANE,0
4,CORONA ROAD,0
4,CORONADO DRIVE,0
4,CORPORATE PLACE,0
4,CORPORATE WOODS,0
4,CORRAL DRIVE,0
4,CORRIGAN STREET,0
4,CORWIN AVENUE,0
4,CORWIN ROAD,0
4,COSMAN TERRACE,0
4,COSMOS DRIVE,0
4,COSTAR STREET,0
4,COSTICH ROAD,0
4,COTTAGE BROOK LANE,0
4,COTTAGE GROVE CIRCLE,0
4,COTTAGE STREET,0
4,COTTONWOOD LANE,0
4,COUCHMAN AVENUE,0
4,COULTON PLACE,0
4,COUNCIL ROCK AVENUE,0
4,COUNCIL STREET,0
4,COUNTESS DRIVE,0
4,COUNTRY CLUB DRIVE,0
4,COUNTRY CLUB ROAD,0
4,COUNTRY CORNER LANE,0
4,COUNTRY CREEK LANE,0
4,COUNTRY DOWNS CIRCLE,0
4,COUNTRY GABLES CIRCLE,0
4,COUNTRY GABLES DRIVE,0
4,COUNTRY LANE,0
4,COUNTRY MANOR DRIVE,0
4,COUNTRY MANOR WAY,0
4,COUNTRY PLACE LANE,0
4,COUNTRY VILLAGE LANE,0
4,COUNTRY WOODS LANE,0
4,COUNTRYSHIRE DRIVE,0
4,COUNTRYSIDE LANE,0
4,COUNTRYSIDE ROAD,0
4,COUNTY CLARE CRESCENT,0
4,COUNTY HIGHWAY 118,0
4,COUNTY HIGHWAY 127,0
4,COUNTY HIGHWAY 132,0
4,COUNTY HIGHWAY 136,0
4,COUNTY HIGHWAY 138,0
4,COUNTY HIGHWAY 139,0
4,COUNTY HIGHWAY 152,0
4,COUNTY HIGHWAY 156,0
4,COUNTY HIGHWAY 164,0
4,COUNTY HIGHWAY 168,0
4,COUNTY HIGHWAY 17,0
4,COUNTY HIGHWAY 18,0
4,COUNTY HIGHWAY 194,0
4,COUNTY HIGHWAY 197,0
4,COUNTY HIGHWAY 208,0
4,COUNTY HIGHWAY 209,0
4,COUNTY HIGHWAY 211,0
4,COUNTY HIGHWAY 215,0
4,COUNTY HIGHWAY 222,0
4,COUNTY HIGHWAY 231,0
4,COUNTY HIGHWAY 234,0
4,COUNTY HIGHWAY 263,0
4,COUNTY HIGHWAY 271,0
4,COUNTY HIGHWAY 34,0
4,COUNTY HIGHWAY 40,0
4,COUNTY HIGHWAY 62,0
4,COUNTY HIGHWAY 64,0
4,COUNTY HIGHWAY 66,0
4,COUNTY HIGHWAY 71,0
4,COUNTY HIGHWAY 85,0
4,COUNTY HIGHWAY 92,0
4,COUNTY HIGHWAY 98,0
4,COUNTY LINE ROAD,0
4,COUNTY ROAD 35,0
4,COUNTY ROAD 41,0
4,COUNTY ROAD 9,0
4,COURT STREET,1
4,COURTENAY CIRCLE,0
4,COURTLY CIRCLE,0
4,COURTNEY DRIVE,0
4,COURTSHIRE LANE,0
4,COVE DRIVE,0
4,COVELL ROAD,0
4,COVENTRY AVENUE,0
4,COVENTRY DRIVE,0
4,COVENTRY RIDGE,0
4,COVERED WAGON TRAIL,0
4,COVERLY STREET,0
4,COVINGTON ROAD,0
4,COX ROAD,0
4,CRAB APPLE LANE,0
4,CRAGG ROAD,0
4,CRAIG HILL DRIVE,0
4,CRAIG STREET,0
4,CRANBERRY LANDING DRIVE,0
4,CRANBERRY ROAD,0
4,CRANBROOK TERRACE,0
4,CRANBROOKE DRIVE,0
4,CRANDON WAY,0
4,CRANE ROAD,0
4,CRANSTON ROAD,0
4,CRAVENWOOD AVENUE,0
4,CRAWFORD STREET,0
4,CREEK HOUSE DRIVE,0
4,CREEK MEADOW LANE,0
4,CREEK RIDGE,0
4,CREEK STREET,0
4,CREEKBEND LANE,0
4,CREEKSIDE DRIVE,0
4,CREEKSIDE LANE,0
4,CREEKVIEW DRIVE,0
4,CREEKWOOD DRIVE,0
4,CREIGHTON LANE,0
4,CRERAND CIRCLE,0
4,CRESCENT BEACH ROAD,0
4,CRESCENT DRIVE,0
4,CRESCENT HILL ROAD,0
4,CRESCENT ROAD,0
4,CREST HILL DRIVE,0
4,CREST ROAD,0
4,CREST STREET,0
4,CREST VIEW DRIVE,0
4,CREST WOOD CIRCLE,0
4,CRESTFIELD DRIVE,0
4,CRESTHILL DRIVE,0
4,CRESTLINE ROAD,0
4,CRESTON COURT,0
4,CRESTVIEW DRIVE,0
4,CRESTWAY LANE,0
4,CRESTWOOD BOULEVARD,0
4,CRICKET HILL DRIVE,0
4,CRIMSON BRAMBLE ROAD,0
4,CRITTENDEN BOULEVARD,0
4,CRITTENDEN ROAD,0
4,CRITTENDEN WAY,0
4,CROCKETT DRIVE,0
4,CROMBIE STREET,0
4,CROMWELL DRIVE,0
4,CROSBY LANE,0
4,CROSMAN TERRACE,0
4,CROSS BOW DRIVE,0
